nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;Mot;pronSampa;ipa
4;ămbrōʹsĭā;G.;;;n.;19.0;25;ambrosia;{ m b r\ @U Z @;æmbɹoʊʒə
4;ambrŏʹsĭal;;;;a.;20.0;25;ambrosial;{ m b r\ @U Z @ l;æmbɹoʊʒəl
2;āʹme˘n;;;;p.;24.0;25;amen;eI m E n;?mɛn
4;amēʹnable;F.;;;a.;25.0;25;amenable;@ m E n @ b @ l;əmɛnəbəl
2;ame˘ʹnd;L.;;;v.;26.0;25;amend;@ m E n d;əmɛnd
3;ame˘ʹndment;;;;n.;27.0;25;amendment;@ m E n d m @ n t;əmɛndmənt
2;ame˘ʹnds;;;;n.;28.0;25;amends;@ m E n d z;əmɛndz
4;amēʹnĭty;L.;;;n.;29.0;25;amenity;@ m E n @ 4 i:;əmɛnəɾiː
4;ămĕʹrĭcā;;;;n.;32.0;25;america;@ m E r\ @ k @;əmɛɹəkə
3;ăʹmĕthyſt;G.;;;n.;34.0;25;amethyst;{ m i T i s t;æmiθist
4;ăʹmĭable;L.;;;a.;36.0;25;amiable;eI m i: @ b @ l;?miːəbəl
4;ăʹmĭcable;L.;;;a.;39.0;25;amicable;{ m i k @ b @ l;æmikəbəl
3;āʹmĭty;L.;;;n.;40.0;25;amity;{ m i 4 i:;æmiɾiː
2;ăʹmmon;;;;n.;42.0;25;ammon;{ m @ n;æmən
5;ămmŭnĭʹtion;F.;;;n.;43.0;25;ammunition;{ m j @ n I S @ n;æmjənɪʃən
3;ăʹmnĕſty;G.;;;n.;44.0;25;amnesty;{ m n @ s t i:;æmnəstiː
4;ămŏrōʹſo;L.;;;n.;45.0;25;amoroso;A m O: r\ @U s @U;ɑmOːɹoʊsoʊ
3;ăʹmŏr_o_us;L.;;;a.;46.0;25;amorous;{ m 3:r @ s;æmɜ:rəs
4;ămphĭʹbĭ_o_us;G.;;;a.;51.0;25;amphibious;{ m f I b i: @ s;æmfɪbiːəs
5;amphĭtheʹatre;G.;;;n.;55.0;25;amphitheatre;{ m p @ T i: @ 4 3:r;æmpəθiːəɾɜ:r
2;ăʹmple;L.;;;a.;56.0;25;ample;{ m p @ l;æmpəl
6;amplĭfĭcāʹtion;;;;n.;57.0;25;amplification;{ m p l @ f @ k eI S @ n;æmpləfək?ʃən
3;ăʹmplĭfy;L.;;;v.;58.0;25;amplify;{ m p l @ f aI;æmpləf?
3;ăʹmplĭtūde;L.;;;n.;59.0;25;amplitude;{ m p l @ t u d;æmplətud
5;ampūtāʹtion;L.;;;n.;60.0;25;amputation;{ m p j @ t eI S @ n;æmpjət?ʃən
3;ăʹmūlet;L.;;;n.;61.0;25;amulet;{ m j @ l @ t;æmjələt
2;amūʹſe;F.;;;v.;62.0;25;amuse;@ m j u z;əmjuz
3;amūʹſement;;;;n.;63.0;25;amusement;@ m j u z m @ n t;əmjuzmənt
2;ăʹnā;G.;;;n.;65.0;25;ana;A n @;ɑnə
4;anăʹc_h_rŏniſm;G.;;;n.;70.0;25;anachronism;@ n { k r\ @ n I z @ m;ənækɹənɪzəm
3;ăʹnăgrăm;G.;;;n.;72.0;25;anagram;{ n @ g r\ { m;ænəgɹæm
4;ănăʹlŏgy;G.;;;n.;4.0;26;analogy;@ n { l @ dZ i:;ənælə?iː
3;ăʹnărchy;G.;;;n.;8.0;26;anarchy;{ n 3:r k i:;ænɜ:rkiː
4;ănăʹthĕmā;G.;;;n.;11.0;26;anathema;@ n { T @ m @;ənæθəmə
5;ănătŏʹmĭcal;;;;a.;14.0;26;anatomical;{ n @ t A m @ k @ l;ænətɑməkəl
4;ănăʹtŏmiſt;;;;n.;15.0;26;anatomist;@ n { 4 @ m @ s t;ənæɾəməst
4;ănăʹtŏmy;G.;;;n.;16.0;26;anatomy;@ n { 4 @ m i:;ənæɾəmiː
3;ăʹncĕſtors;L.;;;n.;17.0;26;ancestors;{ n s E s t 3:r z;ænsɛstɜ:rz
2;ăʹnc_h_or;L.;;;n.;18.0;26;anchor;{ N k 3:r;æŋkɜ:r
3;ăʹnc_h_ŏrage;;;;n.;19.0;26;anchorage;{ N k 3:r @ dZ;æŋkɜ:rə?
3;ăʹnchŏvy;;;;n.;21.0;26;anchovy;{ n tS @U v i:;æn?oʊviː
3;ăʹncĭent;F.;;;a.;23.0;26;ancient;eI n tS @ n t;?n?ənt
4;ăʹncĭently;;;;p.;24.0;26;anciently;eI n tS @ n t l i:;?n?əntliː
2;ăndăʹnte;;;;n.;26.0;26;andante;A n d A n t eI;ɑndɑnt?
3;ane˘ʹcdŏtes;G.;;;n.;27.0;26;anecdotes;{ n @ k d @U t s;ænəkdoʊts
2;ăʹngel;G.;;;n.;29.0;26;angel;eI n dZ @ l;?n?əl
4;ăngĕʹlĭcā;;;;n.;30.0;26;angelica;{ n dZ E l i k @;æn?ɛlikə
2;ăʹnger;;;;n.;32.0;26;anger;{ N g 3:r;æŋgɜ:r
2;ăʹngī;;;;n.;33.0;26;angi;{ n dZ i:;æn?iː
3;angīʹnā;L.;;;n.;34.0;26;angina;{ n dZ aI n @;æn??nə
2;ăʹngle;L.;;;n.;35.0;26;angle;{ N g @ l;æŋgəl
2;ăʹnguĭſh;L.;;;n.;39.0;26;anguish;{ N g w i S;æŋgwiʃ
3;ăʹngŭlar;L.;;;a.;40.0;26;angular;{ N g j @ l 3:r;æŋgjəlɜ:r
3;ăʹnĭmal;L.;;;n.;44.0;26;animal;{ n @ m @ l;ænəməl
3;ăʹnĭmāte;L.;;;v.;46.0;26;animate;{ n @ m @ t;ænəmət
4;ăʹnĭmāted;;;;a.;47.0;26;animated;{ n @ m eI 4 @ d;ænəm?ɾəd
5;ănĭmŏʹſity;L.;;;n.;48.0;26;animosity;{ n @ m A s @ 4 i:;ænəmɑsəɾiː
2;ăʹnnăls;L.;;;n.;50.0;26;annals;{ n @ l z;ænəlz
3;ănnealʹing;;;;n.;52.0;26;annealing;@ n i: l i N;əniːliŋ
2;ănnĕʹx;L.;;;v.;53.0;26;annex;{ n E k s;ænɛks
4;ănnīʹhĭlāte;L.;;;v.;54.0;26;annihilate;@ n aI @ l eI t;ən?əl?t
6;annihĭlāʹtion;;;;n.;55.0;26;annihilation;@ n aI @ l eI S @ n;ən?əl?ʃən
5;ănnĭvĕʹrſăry;L.;;;n.;56.0;26;anniversary;{ n @ v 3:r s 3:r i:;ænəvɜ:rsɜ:riː
5;annŏtāʹtion;L.;;;n.;57.0;26;annotation;{ n @ t eI S @ n;ænət?ʃən
2;ănnоʹу;F.;;;v.;58.0;26;annoy;@ n OI;ən?
3;ănnoʹyănce;F.;;;n.;59.0;26;annoyance;@ n OI @ n s;ən?əns
3;ăʹnnūal;L.;;;a.;60.0;26;annual;{ n j u @ l;ænjuəl
4;annūʹĭty;L.;;;n.;61.0;26;annuity;@ n u @ 4 i:;ənuəɾiː
2;ănnuʹl;F.;;;v.;62.0;26;annul;{ n @ l;ænəl
3;ăʹnnūlar;L.;;;a.;63.0;26;annular;{ n j @ l 3:r;ænjəlɜ:r
2;ănoiʹnt;;;;v.;66.0;26;anoint;@ n OI n t;ən?nt
4;anōʹmălous;G.;;;a.;68.0;26;anomalous;@ n A m @ l @ s;ənɑmələs
4;ănōʹmăly;G.;;;n.;69.0;26;anomaly;@ n A m @ l i:;ənɑməliː
2;ăʹnſ_w_ĕr;;;;v.;72.0;26;answer;{ n s 3:r;ænsɜ:r
1;ant;;;;n.;73.0;26;ant;{ n t;ænt
4;ăntăʹgŏniſt;G.;;;n.;2.0;27;antagonist;{ n t { g @ n @ s t;æntægənəst
3;ăntăʹrctic;G.;;;n.;3.0;27;antarctic;{ n t A r\ k t i k;æntɑɹktik
4;ăntĕcēʹdent;L.;;;n.;5.0;27;antecedent;{ n t E s @ d @ n t;æntɛsədənt
6;ante˘me˘rĭʹdĭan;L.;;;n.;9.0;27;antemeridian;{ n t @ m E r\ I 4 i: @ n;æntəmɛɹɪɾiːən
4;ăntĕʹrior;L.;;;n.;13.0;27;anterior;{ n t I r\ i: 3:r;æntɪɹiːɜ:r
2;ăʹnthem;G.;;;n.;14.0;27;anthem;{ n T @ m;ænθəm
5;antĭʹcĭpāte;L.;;;v.;22.0;27;anticipate;{ n t I s @ p eI t;æntɪsəp?t
2;ăʹntic;F.;;;n.;23.0;27;antic;{ n t i k;æntik
3;ăʹntĭdote;G.;;;n.;24.0;27;antidote;{ n t i d @U t;æntidoʊt
4;antĭʹpăthy;G.;;;n.;31.0;27;antipathy;{ n t I p @ T i:;æntɪpəθiː
3;ănʹtĭquāte;L.;;;v.;36.0;27;antiquate;{ n t @ k w eI t;æntəkw?t
2;ăʹntĭq_ue_;L.;;;a.;37.0;27;antique;{ n t i: k;æntiːk
4;antĭʹquĭty;L.;;;n.;38.0;27;antiquity;{ n t I k w @ 4 i:;æntɪkwəɾiː
4;antĭʹthe˘ſis;G.;;;n.;41.0;27;antithesis;{ n t I T @ s @ s;æntɪθəsəs
2;ăʹntlers;;;;n.;45.0;27;antlers;{ n t l 3:r z;æntlɜ:rz
4;ănxīʹĕty;L.;;;n.;46.0;27;anxiety;{ N z aI @ 4 i:;æŋz?əɾiː
3;ăʹnxĭ_o_us;;;;a.;47.0;27;anxious;{ N k S @ s;æŋkʃəs
2;ăʹpāce;;;;p.;48.0;27;apace;@ p eI s;əp?s
2;aparʹt;;;;p.;49.0;27;apart;@ p A r\ t;əpɑɹt
3;apăʹrtment;;;;n.;50.0;27;apartment;@ p A r\ t m @ n t;əpɑɹtmənt
3;ăʹpăthy;G.;;;n.;51.0;27;apathy;{ p @ T i:;æpəθiː
1;āpe;;;;n.;52.0;27;ape;eI p;?p
3;ăʹpĕrtūre;L.;;;n.;54.0;27;aperture;{ p 3:r tS 3:r;æpɜ:r?ɜ:r
2;ăʹpex;L.;;;n.;55.0;27;apex;eI p E k s;?pɛks
3;ăʹphŏriſm;G.;;pas de {POS} indiquée dans le dictionnaire.;;57.0;27;aphorism;{ f 3:r I z @ m;æfɜ:rɪzəm
4;apŏʹcalypſe;G.;;;n.;58.0;27;apocalypse;@ p A k @ l I p s;əpɑkəlɪps
3;apŏʹllo;;;;n.;61.0;27;apollo;@ p A l @U;əpɑloʊ
4;apŏʹlogīze;G.;;;v.;63.0;27;apologize;@ p A l @ dZ aI z;əpɑlə??z
4;apŏʹlŏgy;G.;;;n.;65.0;27;apology;@ p A l @ dZ i:;əpɑlə?iː
4;ăʹpŏplĕxy;G.;;;n.;67.0;27;apoplexy;{ p @ p l E k s i:;æpəplɛksiː
3;apŏʹſtle;G.;;;n.;72.0;27;apostle;@ p A s @ l;əpɑsəl
4;apŏʹſtrŏphè;G.;;;n.;73.0;27;apostrophe;@ p A s t r\ @ f i:;əpɑstɹəfiː
5;apŏʹthĕcary;G.;;;n.;2.0;28;apothecary;@ p A T @ k E r\ i:;əpɑθəkɛɹiː
5;ăpŏthēʹŏſis;G.;;;n.;3.0;28;apotheosis;@ p A T i: @U s @ s;əpɑθiːoʊsəs
4;ăppărāʹtus;L.;;;n.;5.0;28;apparatus;{ p 3:r { 4 @ s;æpɜ:ræɾəs
3;ăppăʹrel;F.;;;n.;6.0;28;apparel;@ p { r\ @ l;əpæɹəl
3;ăppāʹrent;L.;;;a.;7.0;28;apparent;@ p E r\ @ n t;əpɛɹənt
5;ăppărĭʹtion;L.;;;n.;8.0;28;apparition;{ p 3:r I S @ n;æpɜ:rɪʃən
2;ăppeaʹl;L.;;;v.;10.0;28;appeal;@ p i: l;əpiːl
2;ăppeaʹr;L.;;;v.;11.0;28;appear;@ p I r\;əpɪɹ
3;ăppeaʹrănce;;;;n.;12.0;28;appearance;@ p I r\ @ n s;əpɪɹəns
2;ăppeaʹſe;F.;;;v.;13.0;28;appease;@ p i: z;əpiːz
5;ăppĕllāʹtion;L.;;;n.;15.0;28;appellation;{ p @ l eI S @ n;æpəl?ʃən
3;ăppĕʹndage;L.;;;n.;17.0;28;appendage;@ p E n d i dZ;əpɛndi?
3;ăppĕʹndix;L.;;;n.;19.0;28;appendix;@ p E n d i k s;əpɛndiks
3;ăppĕrtaĭʹn;L.;;;v.;20.0;28;appertain;{ p 3:r t eI n;æpɜ:rt?n
3;ăʹppetīte;L.;;;n.;22.0;28;appetite;{ p @ t aI t;æpət?t
2;applauʹd;L.;;;v.;23.0;28;applaud;@ p l O: d;əplOːd
2;ăʹpple;;;;n.;24.0;28;apple;{ p @ l;æpəl
5;applĭcāʹtion;L.;;;n.;25.0;28;application;{ p l @ k eI S @ n;æplək?ʃən
2;ăpplyʹ;L.;;;v.;26.0;28;apply;@ p l aI;əpl?
2;ăppoiʹnt;F.;;;v.;27.0;28;appoint;@ p OI n t;əp?nt
3;ăppoiʹntment;F.;;;n.;28.0;28;appointment;@ p OI n t m @ n t;əp?ntmənt
4;ăppŏʹrtion;L.;;;v.;29.0;28;apportion;@ p O: r\ S @ n;əpOːɹʃən
2;ăppraiʹſe;F.;;;v.;31.0;28;appraise;@ p r\ eI z;əpɹ?z
3;ăppraiʹſer;;;;n.;33.0;28;appraiser;@ p r\ eI z 3:r;əpɹ?zɜ:r
3;ăpprĕhĕʹnd;L.;;;v.;34.0;28;apprehend;{ p r\ i h E n d;æpɹihɛnd
5;ăpprehĕʹnſion;L.;;;n.;35.0;28;apprehension;{ p r\ i h E n S @ n;æpɹihɛnʃən
4;ăpprehĕʹnſive;F.;;;a.;36.0;28;apprehensive;{ p r\ i h E n s i v;æpɹihɛnsiv
3;ăpprĕʹntĭce;F.;;;n.;37.0;28;apprentice;@ p r\ E n t @ s;əpɹɛntəs
2;ăpproaʹch;F.;;;v.;39.0;28;approach;@ p r\ @U tS;əpɹoʊ?
3;ăpproaʹches;;;;n.;40.0;28;approaches;@ p r\ @U tS @ z;əpɹoʊ?əz
5;ăpprŏbāʹtion;L.;;;n.;41.0;28;approbation;{ p r\ @ b eI S @ n;æpɹəb?ʃən
4;ăpprōʹprĭāte;F.;;;v.;42.0;28;appropriate;@ p r\ @U p r\ i: @ t;əpɹoʊpɹiːət
6;ăpprŏprĭāʹtion;F.;;;n.;43.0;28;appropriation;@ p r\ @U p r\ i: eI S @ n;əpɹoʊpɹiː?ʃən
2;ăpproʹve;L.;;;v.;44.0;28;approve;@ p r\ u v;əpɹuv
6;ăpprŏxĭmāʹtion;L.;;;n.;45.0;28;approximation;@ p r\ A k s @ m eI S @ n;əpɹɑksəm?ʃən
2;aʹprīl;L.;;;n.;47.0;28;april;eI p r\ @ l;?pɹəl
2;ăʹpr_o_n;;;;n.;48.0;28;apron;eI p r\ @ n;?pɹən
1;ăpt;L.;;;a.;49.0;28;apt;{ p t;æpt
3;ăʹptĭtūde;L.;;;n.;50.0;28;aptitude;{ p t @ t u d;æptətud
3;aquăʹtic;L.;;;a.;52.0;28;aquatic;@ k w A 4 i k;əkwɑɾik
3;ăʹquĕdŭct;L.;;;n.;53.0;28;aqueduct;{ k w @ d V k t;ækwədʌkt
3;ăʹquē_o_us;L.;;;a.;54.0;28;aqueous;eI k w i: @ s;?kwiːəs
4;arāʹbĭā;;;;n.;55.0;28;arabia;3:r eI b i: @;ɜ:r?biːə
3;aʹrăbic;;;;n.;56.0;28;arabic;{ r\ @ b i k;æɹəbik
3;ăʹrable;L.;;;a.;57.0;28;arable;E r\ @ b @ l;ɛɹəbəl
3;ăʹrbĭt_e_r;L.;;;n.;59.0;28;arbiter;A r\ b i 4 3:r;ɑɹbiɾɜ:r
4;ăʹrbĭtrăry;;;;a.;60.0;28;arbitrary;A r\ b @ t r\ E r\ i:;ɑɹbətɹɛɹiː
3;ăʹrbĭtrāte;L.;;;v.;61.0;28;arbitrate;A r\ b @ t r\ eI t;ɑɹbətɹ?t
2;ăʹrbŏr;L.;;;n.;63.0;28;arbor;A r\ b 3:r;ɑɹbɜ:r
2;ăʹrb_o_ur;L.;;;n.;65.0;28;arbour;A r\ b 3:r;ɑɹbɜ:r
3;ărcāʹnum;L.;;;n.;66.0;28;arcanum;A r\ k @ n @ m;ɑɹkənəm
1;ărch;;;;n.;67.0;28;arch;A r\ tS;ɑɹ?
3;ărc_h_ăʹngel;G.;;;n.;68.0;28;archangel;A r\ k eI n dZ @ l;ɑɹk?n?əl
3;ărchbĭʹſhop;;;;n.;69.0;28;archbishop;A r\ tS b I S @ p;ɑɹ?bɪʃəp
2;archdūʹke;;;;n.;2.0;29;archduke;A r\ tS d u k;ɑɹ?duk
2;ăʹrches;;;;n.;5.0;29;arches;A r\ tS @ z;ɑɹ?əz
3;ăʹrc_h_ĕtȳpe;G.;;;n.;6.0;29;archetype;A r\ k i t aI p;ɑɹkit?p
5;ărc_h_ĭpeʹlăgo;G.;;;n.;7.0;29;archipelago;A r\ k @ p E l @ g @U;ɑɹkəpɛləgoʊ
3;ăʹrc_h_ĭtect;G.;;;n.;8.0;29;architect;A r\ k @ t E k t;ɑɹkətɛkt
4;ăʹrc_h_ĭtĕctūre;;;;n.;9.0;29;architecture;A r\ k @ t E k tS 3:r;ɑɹkətɛk?ɜ:r
3;ăʹrc_h_ĭtrāve;;;;n.;10.0;29;architrave;A r\ k @ t r\ eI v;ɑɹkətɹ?v
2;ărc_h_īves;G.;nbSyll>1 et pas d'accent tonic;;n.;11.0;29;archives;A r\ k aI v z;ɑɹk?vz
2;ăʹrctic;G.;;;n.;12.0;29;arctic;A r\ k t i k;ɑɹktik
2;ăʹrdŏr;L.;;;n.;14.0;29;ardor;A r\ 4 3:r;ɑɹɾɜ:r
3;ăʹrdū_o_us;L.;;;a.;15.0;29;arduous;A r\ dZ u @ s;ɑɹ?uəs
3;ăʹrėȧ;L.;;;n.;16.0;29;area;E r\ i: @;ɛɹiːə
2;ăʹrgent;F.;;;n.;19.0;29;argent;A r\ dZ i n t;ɑɹ?int
2;ăʹrgūe;L.;;;v.;20.0;29;argue;A r\ g j u;ɑɹgju
3;ăʹrgŏnauts;G.;;;n.;21.0;29;argonauts;A r\ g @ n O: t s;ɑɹgənOːts
3;ăʹrgūment;L.;;;n.;22.0;29;argument;A r\ g j @ m @ n t;ɑɹgjəmənt
6;ărgūmĕntāʹtion;L.;;;n.;23.0;29;argumentation;A r\ g j @ m E n t eI S @ n;ɑɹgjəmɛnt?ʃən
5;ărgūmĕʹntătive;;;;a.;24.0;29;argumentative;A r\ g j @ m E n t @ 4 i v;ɑɹgjəmɛntəɾiv
4;āʹrĭăniſm;;;;n.;25.0;29;arianism;{ r\ i: @ n I z @ m;æɹiːənɪzəm
3;āʹrĭes;L.;;;n.;27.0;29;aries;E r\ i: z;ɛɹiːz
2;arīʹſe;;;;v.;29.0;29;arise;3:r aI z;ɜ:r?z
5;arĭſtŏʹcrăcy;G.;;;n.;30.0;29;aristocracy;E r\ @ s t A k r\ @ s i:;ɛɹəstɑkɹəsiː
5;arĭſtŏcrăʹtic;G.;;;a.;31.0;29;aristocratic;3:r I s t @ k r\ { 4 i k;ɜ:rɪstəkɹæɾik
4;arĭʹthmetic;G.;;;n.;32.0;29;arithmetic;E r\ i T m E 4 i k;ɛɹiθmɛɾik
1;ark;L.;;;n.;33.0;29;ark;A r\ k;ɑɹk
1;arm;;;;n.;34.0;29;arm;A r\ m;ɑɹm
1;arms;;;;n.;35.0;29;arms;A r\ m z;ɑɹmz
3;ărmāʹdā;;;;n.;36.0;29;armada;A r\ m A 4 @;ɑɹmɑɾə
4;ărmădĭʹllo;;;;n.;37.0;29;armadillo;A r\ m @ d I l @U;ɑɹmədɪloʊ
3;ăʹrmăment;L.;;;n.;38.0;29;armament;A r\ m @ m @ n t;ɑɹməmənt
3;ărmĭʹllā;L.;;;n.;39.0;29;armilla;A r\ m I l @;ɑɹmɪlə
3;ăʹrmĭſtĭce;L.;;;n.;42.0;29;armistice;A r\ m @ s t @ s;ɑɹməstəs
3;ăʹrmŏry;F.;;;n.;43.0;29;armory;A r\ m 3:r i:;ɑɹmɜ:riː
2;ăʹrmо_u_r;F.;;;n.;44.0;29;armour;A r\ m 3:r;ɑɹmɜ:r
2;ăʹrmy;L.;;;n.;47.0;29;army;A r\ m i:;ɑɹmiː
4;ărōmăʹtic;G.;;;a.;48.0;29;aromatic;E r\ @ m { 4 i k;ɛɹəmæɾik
2;ărraiʹgn;F.;;;v.;50.0;29;arraign;3:r eI n;ɜ:r?n
3;ărrăʹng_e_ment;F.;;;n.;51.0;29;arrangement;3:r eI n dZ m @ n t;ɜ:r?n?mənt
2;ăʹrrănt;;;;a.;52.0;29;arrant;{ r\ @ n t;æɹənt
2;ărraʹy;F.;;;n.;54.0;29;array;3:r eI;ɜ:r?
2;ărreaʹrs;F.;;;n.;55.0;29;arrears;3:r I r\ z;ɜ:rɪɹz
2;ărreʹſt;F.;;;n.;56.0;29;arrest;3:r E s t;ɜ:rɛst
2;ărrīʹve;F.;;;v.;59.0;29;arrive;3:r aI v;ɜ:r?v
3;ăʹrrŏgănce;L.;;;n.;60.0;29;arrogance;E r\ @ g @ n s;ɛɹəgəns
3;ăʹrrŏgănt;L.;;;a.;61.0;29;arrogant;E r\ @ g @ n t;ɛɹəgənt
3;ăʹrrŏgāte;L.;;;v.;62.0;29;arrogate;{ r\ @U g eI t;æɹoʊg?t
2;ăʹrro_w_;;;;n.;63.0;29;arrow;{ r\ @U;æɹoʊ
2;ăʹrſ_e_nal;F.;;;n.;64.0;29;arsenal;A r\ s @ n @ l;ɑɹsənəl
3;ăʹrſĕnic;;;;n.;65.0;29;arsenic;A r\ s @ n i k;ɑɹsənik
1;ărt;;;;n.;66.0;29;art;A r\ t;ɑɹt
3;ăʹrtĕry;G.;;;n.;67.0;29;artery;A r\ 4 3:r i:;ɑɹɾɜ:riː
2;ăʹrtful;;;;a.;68.0;29;artful;A r\ t f @ l;ɑɹtfəl
3;ărthrĭʹtic;G.;;;a.;69.0;29;arthritic;A r\ T r\ I 4 i k;ɑɹθɹɪɾik
3;ăʹrtichōke;;;;n.;70.0;29;artichoke;A r\ 4 @ tS @U k;ɑɹɾə?oʊk
3;ăʹrtĭcle;L.;;;n.;71.0;29;article;A r\ 4 @ k @ l;ɑɹɾəkəl
4;ărtĭʹcŭlāte;L.;;;a.;72.0;29;articulate;A r\ t I k j @ l eI t;ɑɹtɪkjəl?t
3;ăʹrtĭfĭce;L.;;;n.;73.0;29;artifice;A r\ 4 @ f i s;ɑɹɾəfis
5;ărtĭfĭʹcĭal;L.;;;a.;3.0;30;artificial;A r\ 4 @ f I S @ l;ɑɹɾəfɪʃəl
4;ărtĭʹllĕry;F.;;;n.;4.0;30;artillery;A r\ t I l 3:r i:;ɑɹtɪlɜ:riː
3;ăʹrtĭſan;F.;;;n.;5.0;30;artisan;A r\ 4 @ z @ n;ɑɹɾəzən
2;ăʹrtiſt;;;;n.;6.0;30;artist;A r\ 4 @ s t;ɑɹɾəst
2;ăʹfar;;;;n.;11.0;30;afar;@ f A r\;əfɑɹ
3;ăſbĕʹſtos;G.;;;n.;12.0;30;asbestos;{ s b E s t @ s;æsbɛstəs
2;ăſcĕʹnd;L.;;;v.;14.0;30;ascend;@ s E n d;əsɛnd
3;ăſcĕʹndănt;;;;n.;15.0;30;ascendant;@ s E n d @ n t;əsɛndənt
4;ăſcĕʹnſion;;;;n.;16.0;30;ascension;@ s E n S @ n;əsɛnʃən
2;ăſcĕʹnt;L.;;;n.;17.0;30;ascent;@ s E n t;əsɛnt
3;ăſcĕrtaiʹn;;;;v.;18.0;30;ascertain;{ s 3:r t eI n;æsɜ:rt?n
3;ăſcēʹtic;G.;;;n.;19.0;30;ascetic;@ s E 4 i k;əsɛɾik
3;ăʹſcĭī;G.;;;n.;20.0;30;ascii;{ s k i:;æskiː
2;aſcrīʹbe;L.;;;v.;21.0;30;ascribe;@ s k r\ aI b;əskɹ?b
3;aſhāʹmed;;;;a.;22.0;30;ashamed;@ S eI m d;əʃ?md
1;ăſh;;;;n.;23.0;30;ash;{ S;æʃ
2;ăʹſhes;;;;n.;24.0;30;ashes;{ S @ z;æʃəz
2;aſhōʹre;;;;p.;25.0;30;ashore;@ S O: r\;əʃOːɹ
3;āʹſĭā;;;;n.;26.0;30;asia;eI Z @;?ʒə
2;aſīʹde;;;;p.;28.0;30;aside;@ s aI d;əs?d
2;aſkăʹnce;;;;p.;29.0;30;askance;@ s k { n s;əskæns
2;aſkeʹw;;;;p.;30.0;30;askew;@ s k j u;əskju
1;ăſp;;;;n.;32.0;30;asp;{ s p;æsp
4;ăſpăʹrăgus;;;;n.;33.0;30;asparagus;@ s p E r\ @ g @ s;əspɛɹəgəs
2;ăʹſpĕct;L.;;;n.;34.0;30;aspect;{ s p E k t;æspɛkt
4;ăſpĕʹrſion;L.;;;n.;37.0;30;aspersion;@ s p 3:r Z @ n;əspɜ:rʒən
5;ăſpirāʹtion;L.;;;n.;39.0;30;aspiration;{ s p 3:r eI S @ n;æspɜ:r?ʃən
2;ăſpīʹre;L.;;;v.;40.0;30;aspire;@ s p aI r\;əsp?ɹ
1;ăſs;;;;n.;41.0;30;ass;{ s;æs
2;ăſſaiʹl;F.;;;v.;42.0;30;assail;@ s eI l;əs?l
3;ăſſaiʹlănts;;;;n.;43.0;30;assailants;@ s eI l @ n t s;əs?lənts
4;ăſſăʹſſĭnāte;F.;;;v.;44.0;30;assassinate;@ s { s @ n eI t;əsæsən?t
2;ăſſauʹlt;F.;;;v.;45.0;30;assault;@ s O: l t;əsOːlt
2;ăſſaʹy;F.;;;n.;46.0;30;assay;{ s i:;æsiː
3;ăſſaʹyer;;;;n.;47.0;30;assayer;{ s eI 3:r;æs?ɜ:r
3;ăſſĕʹmblage;F.;;;n.;48.0;30;assemblage;@ s E m b l @ dZ;əsɛmblə?
3;ăſſĕʹmble;F.;;;v.;49.0;30;assemble;@ s E m b @ l;əsɛmbəl
3;ăſſĕʹmbly;F.;;;n.;50.0;30;assembly;@ s E m b l i:;əsɛmbliː
2;ăſſĕʹnt;L.;;;n.;51.0;30;assent;@ s E n t;əsɛnt
2;ăſſĕʹrt;L.;;;v.;52.0;30;assert;@ s 3:r t;əsɜ:rt
4;ăſſĕʹrtion;L.;;;n.;53.0;30;assertion;@ s 3:r S @ n;əsɜ:rʃən
2;ăſſĕʹſs;;;;v.;55.0;30;assess;@ s E s;əsɛs
3;ăſſĕʹſſment;;;;n.;56.0;30;assessment;@ s E s m @ n t;əsɛsmənt
3;ăſſĕʹſſor;;;;n.;57.0;30;assessor;@ s E s 3:r;əsɛsɜ:r
2;ăſſĕʹts;F.;;;n.;58.0;30;assets;{ s E t s;æsɛts
4;ăſſĭʹdū_o_us;L.;;;a.;61.0;30;assiduous;@ s I d w @ s;əsɪdwəs
2;ăſſīʹ_g_n;L.;;;v.;62.0;30;assign;@ s aI n;əs?n
3;ăſſīʹ_g_nment;;;;n.;64.0;30;assignment;@ s aI n m @ n t;əs?nmənt
4;ăſſĭʹmĭlāte;L.;;;v.;67.0;30;assimilate;@ s I m @ l eI t;əsɪməl?t
2;ăſſĭʹſt;L.;;;v.;69.0;30;assist;@ s I s t;əsɪst
3;ăſſĭʹſtănce;;;pas de {POS} indiquée dans le dictionnaire.;;70.0;30;assistance;@ s I s t @ n s;əsɪstəns
3;ăſſĭʹſtănt;;;;n.;71.0;30;assistant;@ s I s t @ n t;əsɪstənt
4;ăſſŏʹcĭāte;L.;;;v.;3.0;31;associate;@ s @U s i: @ t;əsoʊsiːət
6;ăſſŏcĭāʹtion;L.;;;n.;4.0;31;association;@ s @U s i: eI S @ n;əsoʊsiː?ʃən
2;ăſſuāʹge;;;;v.;5.0;31;assuage;@ s w eI dZ;əsw??
2;ăſſūʹme;L.;;;v.;6.0;31;assume;@ s u m;əsum
4;ăſſŭʹm_p_tion;L.;;;n.;8.0;31;assumption;@ s V m p S @ n;əsʌmpʃən
